business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
XOSRcvtaKc_Q5H1SAzN20A,"""East Coast Coffee""",,"""737 West Pike St""",Houston,PA,15342,40.2415480142,-80.2128151059,4.5,3,0,Breakfast & Brunch;Gluten-Free;Coffee & Tea;Food;Restaurants;Sandwiches
Y0eMNa5C-YU1RQOZf9XvVA,"""CubeSmart Self Storage""",,"""2414 South Gilbert Road""",Chandler,AZ,85286,33.2717201,-111.7912569,5.0,23,1,Local Services;Self Storage
xcgFnd-MwkZeO5G2HQ0gAQ,"""T & T Bakery and Cafe""",Markham Village,"""35 Main Street N""",Markham,ON,L3P 1X3,43.8751774,-79.2601532,4.0,38,1,Bakeries;Bagels;Food
NmZtoE3v8RdSJEczYbMT9g,"""Complete Dental Care""",,"""107 Whitaker Str""",Homestead,PA,15120,40.4014882,-79.8879161,2.0,5,1,General Dentistry;Dentists;Endodontists;Cosmetic Dentists;Health & Medical;Orthodontists
fNMVV_ZX7CJSDWQGdOM8Nw,"""Showmars Government Center""",Uptown,"""600 E 4th St""",Charlotte,NC,28202,35.2216474,-80.8393449,3.5,7,1,Restaurants;American (Traditional)
l09JfMeQ6ynYs5MCJtrcmQ,"""Alize Catering""",Yonge and Eglinton,"""2459 Yonge St""",Toronto,ON,M4P 2H6,43.7113993,-79.3993388,3.0,12,0,Italian;French;Restaurants
IQSlT5jGE6CCDhSG0zG3xg,"""T & Y Nail Spa""",,"""8411 W Thunderbird Rd, Unit 101""",Peoria,AZ,85381,33.6086538,-112.2400118,3.0,20,1,Beauty & Spas;Nail Salons
b2I2DXtZVnpUMCXp1JON7A,"""Meineke Car Care Center""",,"""2518 Ironwood Dr""",Sun Prairie,WI,53590,43.18508,-89.262047,3.5,9,1,Tires;Oil Change Stations;Auto Repair;Automotive
0FMKDOU8TJT1x87OKYGDTg,"""Senior's Barber Shop""",,"""13375 W McDowell""",Goodyear,AZ,85395,33.463629,-112.347038,5.0,65,1,Barbers;Beauty & Spas
Gu-xs3NIQTj3Mj2xYoN2aw,"""Maxim Bakery & Restaurant""",,"""9665 Bayview Avenue, Unit 1-4""",Richmond Hill,ON,L4C 9V4,43.8675648,-79.4126618,3.5,34,1,French;Food;Bakeries;Restaurants
lHYiCS-y8AFjUitv6MGpxg,"""Starbucks""",Liberty Village,"""85 Hanna Avenue""",Toronto,ON,M6K 3S3,43.6398633116,-79.4195331865,4.0,21,1,Food;Coffee & Tea
94KziT6DQ9XlBET3WzIv_w,"""Fye""",,"""1928 S Gilbert Rd""",Mesa,AZ,85204,33.3801334,-111.7887679,4.5,4,0,Shopping;Books;Mags;Music & Video;Music & DVDs
7YIy1tXOor9VCwvaSjuBHg,"""TSA Checkpoint T-4 A - Phoenix Sky Harbor International Airport""",,"""3400 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.4354634,-112.0069893,1.5,46,1,Public Services & Government
PMH4oUa-bWELKogdtkWewg,"""GoodLife Fitness""",,"""100 City Centre Dr""",Mississauga,ON,L5B 2C9,43.5927528,-79.6430158,2.0,16,1,Fitness & Instruction;Sports Clubs;Gyms;Trainers;Active Life
VSGcuYDV3q-AAZ9ZPq4fBQ,"""Sportster's""",The Danforth,"""1430 Danforth Avenue""",Toronto,ON,M4J 1N4,43.6828673,-79.3269639,2.5,7,1,Bars;Sports Bars;Nightlife
1K4qrnfyzKzGgJPBEcJaNQ,"""Chula Taberna Mexicana""",Leslieville,"""1058 Gerrard Street E""",Toronto,ON,M4M 3A6,43.6692562,-79.3359022,3.5,39,1,Tiki Bars;Nightlife;Mexican;Restaurants;Bars
VBHEsoXQb2AQ76J9l8h1uQ,"""Alfredo's Jewelry""",Southeast,"""5775 S Eastern, Ste 103""",Las Vegas,NV,89119,36.0850508374,-115.119420802,4.5,23,1,Shopping;Jewelry;Watch Repair;Local Services
AtdXq_gu9NTE5rx4ct_dGg,"""DAVIDsTEA""",Ryerson,"""10 Dundas Street E""",Toronto,ON,M5B 2G9,43.6567287,-79.3807182,4.0,6,1,Coffee & Tea;Food;Tea Rooms
Dj0S-Oe4ytRJzMGUPgYUkw,"""Panera Bread""",,"""38295 Chestnut Ridge Rd""",Elyria,OH,44035,41.343078,-82.06714,2.0,4,1,Soup;Salad;Sandwiches;Restaurants
gAy4LYpsScrj8POnCW6btQ,"""Toast Cafe""",,"""2429 Hwy 160 W""",Fort Mill,SC,29708,35.0472868,-80.9905588,3.5,6,0,Food;American (Traditional);Coffee & Tea;Restaurants
nbhBRhZtdaZmMMeb2i02pg,"""Sunnyside Grill""",,"""2777 Steeles Avenue W""",Toronto,ON,M3J 3K5,43.7818155,-79.4904331,5.0,3,1,Restaurants;Breakfast & Brunch
zzMu-6SmqhpvHxVRM6tx9g,"""Good Brakes Automotive""",,"""12614 N Cave Creek Rd, Ste 104""",Phoenix,AZ,85022,33.6008771,-112.0376849,4.0,5,1,Oil Change Stations;Smog Check Stations;Automotive;Auto Repair
1_3nOM7s9WqnJWTNu2-i8Q,"""Le Bistro Balmoral""",Ville-Marie,"""305 Rue Sainte-Catherine O""",Montreal,QC,H2X 2A1,45.5067722126,-73.5667249688,3.0,8,0,Arts & Entertainment;Festivals;Restaurants;French;Gastropubs
FXHfcFVEfI1vVngW2gVOpw,"""Bampot House of Tea & Board Games""",,"""201 Harbord Street""",Toronto,ON,M5S 1H6,43.6615816807,-79.4088784561,4.0,55,1,Coffee & Tea;Restaurants;Food;Mediterranean;Tea Rooms
7gquCdaFoHZCcLYDttpHtw,"""Bubbly Nails""",,"""8439 Charlotte Hwy""",Fort Mill,SC,29707,34.9570617825,-80.8539120108,4.0,17,1,Nail Salons;Beauty & Spas
8y56fOiKhtCnqaiYB2S2Qg,"""Brewster's Pub""",,"""96 S Main St""",Munroe Falls,OH,44308,41.136622,-81.4392592,4.0,4,1,Nightlife;Pubs;Bars
ok38fApaT1TBEU-IH85BvA,"""Kool Pool Care & Repair""",,"""3245 W Florimond Rd""",Phoenix,AZ,85086,33.8039,-112.130405,5.0,5,1,Home Services;Contractors;Pool & Hot Tub Service;Pool Cleaners
lj0MiK5_fyv9df2twnsI7g,"""Pampered Hair Passionate about Hair""",Anthem,"""2470 Paseo Verde Pkwy""",Henderson,NV,89074,36.0194946,-115.0947223,5.0,3,1,Hair Salons;Blow Dry/Out Services;Hair Stylists;Beauty & Spas;Hair Extensions
S4a42azhoOmr0fpeNkggHg,"""By Design""",,"""11812 Carolina Place Pkwy, Ste C""",Pineville,NC,28134,35.0735981,-80.8815165,2.5,3,0,Home & Garden;Furniture Stores;Shopping
A_Ij4SwFmlRbVtRnsdSzWA,"""Ciao Baby Catering""",,"""15041 N Airport Dr""",Scottsdale,AZ,85260,33.6218351,-111.9155977,2.0,5,0,Event Planning & Services;Caterers
tRVx2c89coruPRwYhGTcTw,"""Yuzu""",,"""13603 Madison Ave""",Lakewood,OH,44107,41.4768463,-81.7869709,3.5,78,1,Nightlife;Izakaya;Comfort Food;Cocktail Bars;Asian Fusion;Bars;Japanese;Restaurants;Gastropubs;Tapas/Small Plates
1Jp_hmPNUZArNqzpbm7B0g,"""Task Electric""",Spring Valley,"""7260 Cimarron Rd, Ste 130""",Las Vegas,NV,89113,36.056382,-115.269332,4.5,20,1,Home Services;Lighting Fixtures & Equipment;Local Services;Electricians;TV Mounting
zjySmTfL9WiMDVgp8-Jp3w,"""TCBY""",,"""610 Jetton St, Ste 130""",Davidson,NC,28036,35.5012273,-80.8609494,3.5,3,1,Desserts;Ice Cream & Frozen Yogurt;Food
5qpi5VQ_S2Itm8xvRm1k8Q,"""Olsen Firearms""",,"""28212 N Tatum Blvd, Ste D4""",Cave Creek,AZ,85331,33.7416293,-111.9809164,5.0,9,1,Shopping;Guns & Ammo
BnuzcebyB1AfxH0kjNWqSg,"""Carrabba's Italian Grill""",,"""245 Lancaster Ave""",Frazer,PA,19355,40.0410025289,-75.5424965117,3.5,25,0,Restaurants;Italian;Seafood
rDMptJYWtnMhpQu_rRXHng,"""McDonald's""",,"""719 E Thunderbird Rd""",Phoenix,AZ,85022,33.6070702,-112.0643825,1.0,10,1,Fast Food;Burgers;Restaurants
1WBkAuQg81kokZIPMpn9Zg,"""Charr An American Burger Bar""",,"""777 E Thunderbird Rd, Ste 107""",Phoenix,AZ,85022,33.60731,-112.063404,3.0,232,1,Burgers;Restaurants
Z-4KHBDbdwyC7PwA_JE5Xw,"""William Jon Salon & Spa""",Regent,"""2701 University Ave, Ste H""",Madison,WI,53705,43.0731452,-89.4344018,4.5,14,1,Tanning;Day Spas;Spray Tanning;Beauty & Spas;Hair Salons
DPQnTnNw2PJj7DdENM98Cw,"""Star Nursery""",,"""5340 Boulder Hwy""",Las Vegas,NV,89122,36.105196,-115.0568796,3.5,25,1,Nurseries & Gardening;Home & Garden;Shopping
_F3AMoo_zdl-he384ISQbw,"""Rock of Ages""",,"""3700 W Flamingo Rd""",Las Vegas,NV,89109,36.1169648,-115.185696,4.0,213,1,Arts & Entertainment;Performing Arts
-ooEO2YqDQVYNHnSF2BPfw,"""Restaurant Lucca""",Rosemont-La Petite-Patrie,"""12 Rue Dante""",Montréal,QC,H2S 1J5,45.5328965,-73.6136037,4.5,11,1,Italian;Restaurants
FmGZh8ZwEnSO860_2eiYHw,"""Enterprise Rent-A-Car""",Homestead,"""908 E 8th Ave""",Homestead,PA,15120,40.409116,-79.897415,3.0,4,1,Hotels & Travel;Car Rental
Pd52CjgyEU3Rb8co6QfTPw,"""Flight Deck Bar & Grill""",Southeast,"""6730 S Las Vegas Blvd""",Las Vegas,NV,89119,36.0669136,-115.1708484,4.0,13,1,Nightlife;Bars;Barbeque;Sports Bars;American (New);Restaurants
4srfPk1s8nlm1YusyDUbjg,"""Subway""",Southeast,"""6889 S Eastern Ave, Ste 101""",Las Vegas,NV,89119,36.0646523,-115.1189541,2.5,6,1,Fast Food;Restaurants;Sandwiches
n7V4cD-KqqE3OXk0irJTyA,"""GameWorks""",Southeast,"""6587 Las Vegas Blvd S, Ste 171""",Las Vegas,NV,89119,36.0682585154,-115.1788768,3.0,349,1,Arcades;Arts & Entertainment;Gastropubs;Restaurants;American (New)
c_XbaJqhm-5ycSBOkVUBmg,"""Don Taco""",Ville-Marie,"""1855 Rue Saint Catherine Ouest, H3H 1M2""",Montreal,QC,H3H 1M2,45.4932164,-73.5803794,3.5,33,1,Restaurants;Mexican
ykJM7EuGziATZ5u2qIT08g,"""My Fitness World""",South End,"""1225 S Church St, Ste B""",Charlotte,NC,28203,35.220211,-80.855785,5.0,4,1,Active Life;Fitness & Instruction;Gyms
spDZkD6cp0JUUm6ghIWHzA,"""Kitchen M""",Unionville,"""8515 McCowan Road""",Markham,ON,L3P 5E5,43.867918,-79.2836865,3.0,80,1,Restaurants;Chinese
PEKloTo1IkW_gyxp15e8Dg,"""Amy's Lash & Beauty Spa""",Summer Hill,"""1219 Yonge Street""",Toronto,ON,M4T 1W4,43.6832129897,-79.3919422965,3.5,7,1,Eyelash Service;Beauty & Spas
Sx0C2RsDgrG3RxBBUoBqTw,"""Kool Radiator Service""",Westside,"""3228 Meade Ave""",Las Vegas,NV,89102,36.1366387,-115.1845851,3.5,9,1,Automotive;Auto Repair
v2GJWvZqEAjUc22hZUYzYw,"""John Armond Actor's Studio""",Westside,"""8125 W Sahara Ave, Ste 210""",Las Vegas,NV,89117,36.142544,-115.2687306,4.5,12,1,Education;Performing Arts;Specialty Schools;Art Schools;Arts & Entertainment
MmR06_kNAbmOPK-0pKvGtA,"""Cinnabon""",Westside,"""4300 Meadows Ln""",Las Vegas,NV,89107,36.1725319,-115.197258,4.0,3,1,Food;Coffee & Tea;Desserts
ORUUPE_Ahrcop9K7h6rvVQ,"""Falls Auto Body""",,"""20 W Steels Corners Rd""",Cuyahoga Falls,OH,44223,41.1804849,-81.5094524,5.0,3,1,Automotive;Body Shops;Auto Glass Services
r6Jw8oRCeumxu7Y1WRxT7A,"""D&D Cleaning""",,"""""",Urbana,IL,61802,40.1105875,-88.2072697,5.0,4,0,Home Cleaning;Home Services;Window Washing
EJFdWX908N8Yc2XG0Lky8A,"""River Moon Cafe""",Lawrenceville,"""104 43rd St""",Pittsburgh,PA,15201,40.472735,-79.9632647,4.0,5,0,Cafes;Restaurants
LL01hTt_eVdp-ws4zMDsrw,"""Pil Son""",Financial District,"""Toronto-Dominion Centre Bank Tower, 66 Wellington St W, Ste 2709""",Toronto,ON,M5K 1H1,43.646954,-79.382159,5.0,3,1,Health & Medical;General Dentistry;Dentists
d6ngz4WmMaQL8Xdfur7bwQ,"""Crazy Kleen Carpet Cleaning""",,"""15825 W Redfield Rd""",Surprise,AZ,85379,33.640227,-112.3957,4.5,5,1,Office Cleaning;Carpet Cleaning;Professional Services;Home Cleaning;Home Services;Local Services
6aFAEeJ3nS-iWGt7Tn7S0Q,"""KS Audio Video""",,"""19925 Jetton Rd, Ste 100""",Cornelius,NC,28031,35.4802886,-80.8857059,5.0,5,1,Home Services;Television Service Providers;Home Automation;Home Theatre Installation;Professional Services
F31RycVVooeIOp9jsXmg6g,"""The Bluebird Cafe""",Cannonmills,"""5 Canonmills""",Edinburgh,MLN,EH3 5HA,55.9624442,-3.1976623,4.5,16,1,Breakfast & Brunch;Diners;Restaurants;Cafes;British
0lCpaZpmjCFEmtti9O9ZdQ,"""LaPuma Bakery""",,"""12656 Chillicothe Rd""",Chesterland,OH,44026,41.5242686,-81.3379626,3.5,3,0,Bakeries;Food
2pD9wZWXDNsZf_MXd8rQtg,"""Carle Clinic Association""",,"""602 W University Ave""",Urbana,IL,61801,40.116627,-88.2147631,2.5,6,1,Doctors;Health & Medical
c6Shr51XcbvAeXp6hb_Exg,"""Christopher Huston, MD - TOCA""",,"""2222 E Highland Ave, Ste 300""",Phoenix,AZ,85016,33.5063676,-112.0335679,2.0,18,1,Orthopedists;Health & Medical;Doctors
iPa__LOhse-hobC2Xmp-Kw,"""McDonald's""",,"""1635 E Camelback Rd""",Phoenix,AZ,85016,33.5087649,-112.04624,3.0,34,1,Restaurants;Burgers;Fast Food
XPZT3zLrkLkFSkBVxSsM3w,"""Sports Authority""",,"""7000 E  Mayo Blvd Building 15""",Phoenix,AZ,85054,33.6569065,-111.9298903,2.5,21,0,Sporting Goods;Shopping
zWb-kwaANIPMS_AFBbVOew,"""Banana Republic""",,"""32 W Towne Mall""",Madison,WI,53719,43.0570896,-89.5092997,2.0,8,1,Men's Clothing;Women's Clothing;Fashion;Shopping
o1fTwfqN0sDFNpV1CkOPPg,"""Crazy Mocha Coffee""",Lawrenceville,"""4032 Butler St""",Pittsburgh,PA,15201,40.4692949,-79.9612733,3.5,16,1,Restaurants;Sandwiches;Coffee & Tea;Food
-nHkhiuerqmfBG3v2v9O-g,"""Bruegger's Bagels""",,"""5217 Clairton Blvd""",Pittsburgh,PA,15236,40.3441937,-79.970963,2.5,5,1,Breakfast & Brunch;Bagels;Restaurants;Bakeries;Sandwiches;Food
NFTh6mj3X2AnHJCKIFUk5Q,"""Fairfield Inn & Suites""",,"""8540 E Independence Blvd""",Charlotte,NC,28105,35.147422,-80.726487,4.0,17,1,Hotels;Event Planning & Services;Hotels & Travel
EfYExaDrwhj0k611u5lYMg,"""G G & D Motor Vehicle Services""",,"""4307 W Glendale Ave""",Glendale,AZ,85301,33.5369186,-112.1522269,2.0,12,1,Shopping;Public Services & Government;Departments of Motor Vehicles
AZUCA3oiGou2wLnAYG1P6g,"""Emergency Chiropractic""",,"""2030 S Rural Rd""",Tempe,AZ,85282,33.4062365,-111.9266226,2.5,3,1,Health & Medical;Chiropractors
kKx8iCJkomVQBdWHnmmOiA,"""Little Caesars Pizza""",,"""10720 E Southern Ave""",Mesa,AZ,85209,33.3948766,-111.6001938,2.5,4,1,Restaurants;Pizza
B5EZlEDH6AVDk8tQGHAGqg,"""Villa Tap""",Sherman,"""2302 Packers Ave""",Madison,WI,53704,43.1233893,-89.3553901,4.0,34,1,American (Traditional);Nightlife;Dive Bars;Restaurants;Bars
bOOgAB_CEWWsxalAthnRSw,"""Tenors of Rock""",The Strip,"""3475 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1193098,-115.1717702,4.5,46,1,Performing Arts;Arts & Entertainment
l5ijDMpYdyKbF0CxiCVO_Q,"""Starlight Tattoo""",The Strip,"""3400 Las Vegas Blvd""",Las Vegas,NV,89109,36.1213295255,-115.175283886,4.0,24,1,Beauty & Spas;Piercing;Tattoo
nJ3mXjItS8WcwhYbzbfDQw,"""Scott's Karat Patch""",South Park,"""5110 Park Rd, Ste 2F""",Charlotte,NC,28209,35.1608893,-80.8492598,4.0,5,1,Watch Repair;Jewelry Repair;Shopping;Local Services;Jewelry
NoxzrJbWS4xD9ft0ygD3JA,"""The Brink Lounge""",Williamson - Marquette,"""701 E Washington Ave, Ste 105""",Madison,WI,53703,43.0798171,-89.3762962,3.5,30,1,Event Planning & Services;Nightlife;Lounges;Venues & Event Spaces;Bars
VXH7zXcZzXlmAVN8GSjGRQ,"""Thai Express""",,"""4700 Keele Street""",Toronto,ON,M3J 1P3,43.7748776774,-79.4946187281,3.0,5,1,Imported Food;Specialty Food;Thai;Ethnic Food;Food;Restaurants
8XQmnE-v6RrsHiqEz6QXdg,"""Havel's Flowers & Greenhouses""",,"""9294 Mentor Ave""",Mentor,OH,44060,41.6777682,-81.3068638,3.5,4,1,Florists;Wholesale Stores;Shopping;Flowers & Gifts
YhV93k9uiMdr3FlV4FHjwA,"""Caviness Studio""",,"""""",Phoenix,AZ,85001,33.4499672,-112.0702225,5.0,4,1,Marketing;Men's Clothing;Restaurants;Graphic Design;Women's Clothing;Screen Printing;Advertising;Pizza;Shopping;Web Design;Fashion;Local Services;Screen Printing/T-Shirt Printing;Professional Services
w5WBrukfSuEyTjYUYlV4Ug,"""International Exposition Center""",Riverside,"""1 I-X Center Dr""",Cleveland,OH,44135,41.3985053,-81.8532205,4.0,16,1,Venues & Event Spaces;Event Planning & Services
aFBCmJUYrPeol_P75QX7Jw,"""Fraticelli's Authentic Italian Grill""",,"""10 Vogell Road""",Richmond Hill,ON,L4B 3K4,43.8643333797,-79.3824108582,3.0,88,1,Restaurants;Italian
F0fEKpTk7gAmuSFI0KW1eQ,"""Cafe Mastrioni""",Spring Valley,"""4250 S Rainbow Blvd, Ste 1007""",Las Vegas,NV,89103,36.1110572,-115.2416881,1.5,3,0,Italian;Restaurants
dA7KJReGl9PMi3Tg_mBHuw,"""Poty Group""",,"""""",Mesa,AZ,85207,33.459458,-111.642224,5.0,3,1,Real Estate Agents;Home Services;Real Estate
GX83LORhO99mdNFz9_cZdQ,"""Dayton Family Medicine""",,"""6840 E Brown Rd""",Mesa,AZ,85207,33.437983,-111.682477,2.5,3,1,Optometrists;Doctors;Internal Medicine;Health & Medical
YvxQOMstU2MVDr2uNHs_vw,"""Mitchell's Ice Cream - Solon Shop""",,"""6130 Kruse Dr""",Solon,OH,44139,41.392049,-81.4426351,4.5,42,1,Ice Cream & Frozen Yogurt;Food
NVaM_cKKJT3WWyP21PANzw,"""City of Mesa Cemetary""",,"""1212 N Center St""",Mesa,AZ,85201,33.438755,-111.832382,4.5,3,1,Religious Organizations
dTWfATVrBfKj7Vdn0qWVWg,"""Flavor Cuisine""",Scarborough,"""8 Glen Watford Drive""",Toronto,ON,M1S 2C1,43.7870613,-79.2761657,3.0,6,1,Restaurants;Chinese;Food Court
HAX1zec191t7QkT2sBZ76A,"""La Isla Cuban Restaurant""",,"""1816 Galerea Blvd, Ste D""",Charlotte,NC,28270,35.137223,-80.734594,3.0,4,0,Restaurants;Cuban
HcEJ2YiSLX_mT3RE0hvKWQ,"""Blush""",Downtown,"""135 9th St""",Pittsburgh,PA,15222,40.444236,-79.998325,3.0,21,1,Nightlife;Adult Entertainment;Strip Clubs
VZ37HCZVruFm-w_Mkl1aEQ,"""Conservatory of Dance""",,"""13637 N Tatum Blvd, Ste 8""",Phoenix,AZ,85032,33.6102929,-111.9765967,5.0,16,1,Education;Dance Schools;Arts & Entertainment;Fitness & Instruction;Specialty Schools;Active Life;Dance Studios;Performing Arts
zdC6e26U7tS1XtWcJPKCcA,"""Concord Parkway Animal Hospital""",,"""308 Concord Pkwy N""",Concord,NC,28027,35.4038438,-80.6090928,3.0,3,1,Pets;Veterinarians
VdlPZg2NAu8t8GkdbPLecg,"""Tandoori Times Indian Bistro""",,"""8140 N Hayden Rd, Ste H115""",Scottsdale,AZ,85258,33.5552118623,-111.900456296,3.5,263,1,Restaurants;Gluten-Free;Indian;Seafood
c6Q3HP4cmWZbD9GX8kr4IA,"""Pep Boys""",,"""4837 N Tryon St""",Charlotte,NC,28213,35.258682,-80.785106,3.5,8,1,Auto Parts & Supplies;Auto Repair;Tires;Automotive
c7X2SdKxVJMaOnFROO8WEg,"""Finga Lickin' Caribbean Eatery""",,"""2838 The Plz""",Charlotte,NC,28205,35.236823,-80.801084,4.5,21,1,Pizza;Food;Internet Cafes;Restaurants;Caribbean
1nhf9BPXOBFBkbRkpsFaxA,"""Mirage Grill & Lounge""",Yonge and Eglinton,"""117 Eglinton Avenue E""",Toronto,ON,M4P 1H4,43.7074649,-79.3942852,2.0,6,0,Breakfast & Brunch;Food;Coffee & Tea;Canadian (New);Restaurants
strJsTvTHqWS18GVJQEHoA,"""Synergy Physical Therapy""",,"""1710 W Horizon Ridge Pkwy, Ste 110""",Henderson,NV,89012,36.0125267,-115.0637507,5.0,22,1,Weight Loss Centers;Physical Therapy;Health & Medical
e3rNvRnupvSMu6BABlDUuQ,"""Henderson Pet Resort""",,"""1450 W Horizon Ridge Pkwy, Ste 425""",Henderson,NV,89012,36.0223003284,-115.050184289,5.0,68,1,Pet Groomers;Pet Sitting;Pets;Pet Services;Pet Training
QkG3KUXwqZBW18A9k1xqCA,"""Red Lobster""",,"""2810 North 75th Ave""",Phoenix,AZ,85035,33.4787353,-112.2213794,2.5,37,1,American (Traditional);Restaurants;Seafood
d2HSFutxpaYsCPglJPRe1Q,"""Winchell's Donut House""",Westside,"""4700 Meadows Ln""",Las Vegas,NV,89107,36.1713127195,-115.205316257,4.0,13,1,Food;Donuts
shNBn6mTKxZ124yPC_H02Q,"""T.W.Tile""",,"""248 Tara Dr""",Pittsburgh,PA,15236,40.327956,-79.960479,3.5,3,1,Kitchen & Bath;Countertop Installation;Home Services;Tiling;Contractors;Shopping;Home & Garden
ZmMCgM4RCqCXJ0Lswu6yxw,"""A Professional Appliance Repair""",,"""""",Las Vegas,NV,89108,36.2030945,-115.2244853,4.5,17,1,Local Services;Appliances & Repair
evwSIx2mmvpN0V0QteOAsA,"""Spay Me! Clinic""",,"""4475 Robertson Rd""",Madison,WI,53714,43.091157,-89.308487,3.0,11,1,Veterinarians;Pets
pR6Fy9cP3oAzM_DtloLV5w,"""Edged Enterprises""",Downtown,"""3340 Sunrise Ave, Ste 101""",Las Vegas,NV,89101,36.163434,-115.0995747,4.0,4,1,Contractors;Arts & Crafts;Shopping;Flooring;Home Services
sJ0MYSAIVK28cMzh-s-NPA,"""Amaya Express""",Downtown Core,"""Eaton Centre, 220 Yonge St""",Toronto,ON,M5B 2L7,43.6540667,-79.3800815,2.5,34,1,Indian;Restaurants;Fast Food
gSr8zPc8M4eTxwGgPb5AsA,"""Coraopolis Collision and Repair Service""",,"""601 4th Ave""",Coraopolis,PA,15108,40.5221447,-80.1726915,4.5,26,1,Smog Check Stations;Automotive;Auto Repair;Body Shops
oB5KH-jYU93w-QnHas6EMA,"""Aces High Tobacco & Gifts""",Westside,"""101 S Rainbow Blvd, Ste 18""",Las Vegas,NV,89145,36.1721645,-115.2429831,4.0,19,1,Art Galleries;Arts & Entertainment;Head Shops;Tobacco Shops;Shopping
gIVjdDWRnS1yDVpPF3oUeg,"""Pizza Pizza""",Milliken,"""7665 Kennedy Road""",Markham,ON,L3R 0L7,43.841217,-79.303936,4.0,8,1,Italian;Chicken Wings;Fast Food;Restaurants;Pizza
veXxt8rGY_RJPpA5QkHT9Q,"""Barrio""",,"""2466 Fairmount Blvd""",Cleveland Heights,OH,44106,41.5005856,-81.5922779,3.5,97,1,Food;Restaurants;Tacos;Food Trucks;Mexican
T5CdfrZWw-uW9Y5L_sddqQ,"""Police Station Pizza""",,"""7235 Steubenville Pike""",Oakdale,PA,15071,40.4428283,-80.1862933,3.0,9,0,Pizza;Restaurants
RV_NgH8wT1TuOs2qNt1WDg,"""Massage Envy - Scottsdale Thomas""",,"""2765 N Scottsdale Rd, Ste 101""",Scottsdale,AZ,85257,33.4787300512,-111.925805232,3.5,37,1,Massage;Massage Therapy;Health & Medical;Skin Care;Day Spas;Beauty & Spas
5XejqzaFmtkZMstJS5Iy-w,"""D'Lish Cafe""",,"""503 W Thomas Rd""",Phoenix,AZ,85013,33.4803014,-112.0805864,4.0,37,0,Vegan;American (New);Restaurants;Sandwiches;Salad;Wraps;Food
7SBM_0TcfYTs2oMD-vgaQA,"""R-ATV""",,"""4424 W Peoria Ave""",Glendale,AZ,85302,33.5825075,-112.153447,3.5,3,1,Automotive;Motorcycle Repair
Wpt0sFHcPtV5MO9He7yMKQ,"""McDonald's""",Eastside,"""3020 E Desert Inn Rd""",Las Vegas,NV,89121,36.1300128,-115.10931,2.0,20,1,Restaurants;Fast Food;Burgers
